dept,number,prof,year,semester,section,A,B,C,D,F,I,S,U,Q,X,gpa
CSCE,465,HOUNGNINOU D,2022,SPRING,700,57,28,14,1,0,0,0,0,0,0,3.41
CSCE,465,MENDOZA A,2018,FALL,500,45,30,17,0,1,0,0,0,4,0,3.269
CSCE,465,MENDOZA A,2019,SPRING,500,43,44,4,0,1,0,0,0,0,0,3.391
CSCE,465,PERLMAN R,2023,FALL,503,11,14,11,2,1,0,0,0,1,0,2.821
CSCE,465,RAGSDALE D,2016,FALL,500,54,27,11,2,1,0,0,0,1,0,3.379
CSCE,465,RAGSDALE D,2017,FALL,500,61,28,4,2,0,0,0,0,1,0,3.558
CSCE,465,RITCHEY P,2016,SPRING,500,26,27,8,2,6,0,0,0,5,0,2.942
CSCE,465,RITCHEY P,2017,SPRING,500,19,11,7,5,3,1,0,0,6,0,2.844
CSCE,465,SAXENA N,2023,FALL,599,47,3,0,0,0,0,0,0,0,0,3.94
CSCE,465,SAXENA N,2024,SPRING,599,66,4,0,0,0,0,0,0,0,0,3.943
CSCE,465,ZHANG Y,2020,SPRING,500,20,28,6,0,1,0,0,0,0,0,3.2
CSCE,465,ZHANG Y,2021,FALL,702,16,25,14,2,0,1,0,0,0,0,2.965
CSCE,465,ZHANG Y,2022,FALL,702,26,50,11,3,1,0,0,0,1,0,3.066
CSCE,469,KIM E,2021,FALL,500,10,3,3,2,0,0,0,0,1,0,3.167
CSCE,469,KIM E,2022,FALL,500,7,14,5,0,0,0,0,0,3,0,3.077
CSCE,469,TERAN E,2017,SPRING,500,9,2,3,0,0,0,0,0,3,0,3.429
CSCE,470,CAVERLEE J,2012,FALL,500,21,24,10,2,0,0,0,0,3,0,3.123
CSCE,470,CAVERLEE J,2013,FALL,500,34,22,7,2,1,0,0,0,0,0,3.303
CSCE,470,CAVERLEE J,2014,FALL,500,23,27,13,2,0,0,0,0,1,0,3.092
CSCE,470,CAVERLEE J,2016,SPRING,500,28,24,9,3,0,0,0,0,0,0,3.203
CSCE,470,CAVERLEE J,2017,FALL,500,36,14,4,1,3,0,0,0,2,0,3.362
CSCE,470,CAVERLEE J,2018,FALL,500,56,40,1,1,1,0,0,0,1,0,3.505
CSCE,470,CAVERLEE J,2023,FALL,700,52,34,2,0,1,0,0,0,2,0,3.528
CSCE,470,HU X,2017,SPRING,500,44,19,1,0,0,0,0,0,0,0,3.672
CSCE,470,HU X,2018,SPRING,500,32,25,2,0,0,0,0,0,0,0,3.508
CSCE,470,HU X,2019,FALL,500,43,32,4,0,0,0,0,0,1,0,3.494
CSCE,470,HU X,2019,SPRING,501,44,43,2,0,0,0,0,0,2,0,3.472
CSCE,470,HUANG R,2019,SPRING,500,25,5,4,2,2,0,0,0,0,0,3.289
CSCE,470,HUANG R,2020,FALL,500,43,16,6,1,1,0,0,0,3,0,3.478
CSCE,470,HUANG R,2020,SPRING,500,33,19,15,2,3,1,0,0,1,0,3.069
CSCE,470,HUANG R,2022,SPRING,700,32,34,7,2,3,0,0,0,3,0,3.154
CSCE,477,DEWITTE P,2021,FALL,500,51,0,0,0,1,1,0,0,1,0,3.923
CSCE,477,DEWITTE P,2021,SPRING,500,13,1,0,0,0,0,0,0,0,0,3.929
CSCE,477,DEWITTE P,2022,FALL,500,51,3,0,0,0,0,0,0,0,0,3.944
CSCE,477,DEWITTE P,2023,FALL,500,51,1,0,0,1,0,0,0,0,0,3.906
CSCE,477,DEWITTE P,2023,SPRING,500,52,0,0,0,0,0,0,0,0,0,4.0
CSCE,477,DEWITTE P,2024,SPRING,500,47,1,0,0,0,0,0,0,1,0,3.979
CSCE,483,DASS J,2020,SPRING,931,22,2,0,0,1,0,0,0,0,0,3.76
CSCE,483,GUTIERREZ,2012,SPRING,1003,15,9,0,0,0,0,0,0,0,0,3.625
CSCE,483,GUTIERREZ,2014,SPRING,1003,18,5,0,0,0,0,0,0,0,0,3.783
CSCE,483,HAMMOND T,2023,SPRING,932,34,0,0,0,0,0,0,0,0,0,4.0
CSCE,483,LARA GARDUNO R,2017,FALL,501,27,4,0,1,0,0,0,0,0,0,3.781
CSCE,483,MAHAPATRA R,2017,SPRING,1003,40,14,0,0,0,0,0,0,0,0,3.741
CSCE,483,MAHAPATRA R,2018,FALL,931,23,6,0,0,0,0,0,0,0,0,3.793
CSCE,483,MAHAPATRA R,2018,SPRING,1003,32,17,0,0,0,0,0,0,0,0,3.653
CSCE,483,MAHAPATRA R,2019,SPRING,1863,38,17,0,0,0,0,0,0,0,0,3.691
CSCE,483,MAHAPATRA R,2021,SPRING,932,23,6,0,0,0,0,0,0,0,0,3.793
CSCE,483,MAHAPATRA R,2022,FALL,931,22,7,0,0,0,0,0,0,0,0,3.759
CSCE,483,MAHAPATRA R,2022,SPRING,932,30,5,1,1,0,0,0,0,0,0,3.73
CSCE,483,MAHAPATRA R,2023,FALL,931,32,5,0,0,0,0,0,0,0,0,3.865
CSCE,483,MAHAPATRA R,2023,SPRING,933,23,0,0,0,0,0,0,0,0,0,4.0
CSCE,483,MAHAPATRA R,2024,SPRING,933,29,1,0,0,0,0,0,0,0,0,3.967
CSCE,483,MURPHY R,2015,SPRING,1003,29,9,0,0,1,0,0,0,0,0,3.667
CSCE,483,MURPHY R,2019,FALL,930,4,19,5,0,0,0,0,0,0,0,2.964
CSCE,483,MURPHY R,2020,FALL,930,11,12,0,0,0,0,0,0,0,0,3.478
CSCE,483,MURPHY R,2020,SPRING,932,14,5,0,0,0,0,0,0,0,0,3.737
CSCE,483,MURPHY R,2021,FALL,931,19,10,0,0,0,0,0,0,1,0,3.655
CSCE,483,SHELL D,2012,FALL,1003,13,0,2,0,0,0,0,0,0,0,3.733
CSCE,483,SHELL D,2018,FALL,930,4,1,3,1,0,0,0,0,0,0,2.889
CSCE,483,SONG D,2013,FALL,1003,11,5,0,1,0,0,0,0,2,0,3.529
CSCE,483,SONG D,2013,SPRING,1003,19,2,3,0,0,1,0,0,0,0,3.667
CSCE,483,SONG D,2014,FALL,501,7,2,0,0,0,0,0,0,0,0,3.778
CSCE,483,SONG D,2015,FALL,1003,17,8,2,0,0,0,0,0,0,0,3.556
CSCE,483,SONG D,2016,FALL,1003,9,6,0,1,0,0,0,0,0,0,3.438
CSCE,483,SONG D,2016,SPRING,1003,18,10,5,0,0,0,0,0,0,0,3.394
CSCE,483,SONG D,2022,SPRING,931,38,2,0,0,0,0,0,0,0,0,3.95
CSCE,483,SONG D,2023,SPRING,931,13,0,0,0,0,0,0,0,0,0,4.0
CSCE,483,TAELE P,2021,SPRING,931,28,0,0,0,0,0,0,0,0,0,4.0
CSCE,483,TAELE P,2024,SPRING,1863,52,0,1,0,0,0,0,0,0,0,3.962
